player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,predicted_pts_p10,predicted_pts_p50,predicted_pts_p90,pts_volatility_spread,vorp_points,adj_market_fvm,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr
Gaspar K.,D,Dc,LEC,5,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.943,6.0,0.17,,0.592,0.0,0.022,0.2,0.0,2.0,0.785,0.515,0.035,0.023,0.035,0.566,0.9201,1.029,147,4,1,0.872,2,0,180,True,1.0,0.4225,0.4861,174.1,175.2,176.3,2.2,0.0,12.0,7,4,-5
Ciurria,C,E;W,MON,2,0.6,6.0,0.5,0.0,0.0,0.0,6,3.0,5.88,5.947,0.174,-0.2,0.649,0.095,0.108,0.095,0.0,3.0,1.512,3.632,0.108,0.179,0.108,1.464,0.9337,1.178,210,7,1,1.0,0,0,0,False,0.0,0.4222,0.4967,129.0,131.0,131.7,2.7,0.0,6.0,4,2,-2
Dele-Bashiru,C,C;T,LAZ,5,1.3,6.0,0.5,0.0,0.0,0.0,13,2.0,5.813,5.875,0.185,,0.5,0.105,0.026,0.0,0.0,2.0,0.885,0.955,0.089,0.082,0.089,1.068,0.9953,1.856,107,8,1,0.716,1,0,54,True,0.5,0.4221,0.4729,177.8,177.8,179.8,2.0,0.0,13.0,7,4,-6
Olivera,D,B;Ds;E,NAP,5,1.3,6.0,0.5,0.0,0.0,0.0,13,4.0,5.872,5.917,0.136,-0.055,0.645,0.031,0.02,0.122,0.0,4.0,1.397,1.555,0.059,0.081,0.059,0.585,1.0241,2.173,172,12,1,0.969,1,1,65,True,0.5,0.4218,0.4935,165.8,166.1,167.0,1.2,0.0,13.0,7,4,-6
Helland,D,Dd;Dc,BOL,3,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.5,5.5,0.0,,0.158,,,,,1.0,0.1,0.15,0.018,0.027,0.018,0.181,1.004,1.952,7,3,0,0.027,2,0,180,True,1.0,0.4215,0.4232,171.2,183.1,191.6,20.4,7.9,12.0,7,4,-5
Maldini,A,T;A,CAG,5,2.1,6.0,0.5,0.0,0.0,0.0,21,7.0,6.008,5.221,2.135,0.4186,0.351,0.184,0.026,0.105,0.0,4.0,3.944,1.046,0.305,0.102,0.305,2.641,0.9604,1.472,152,11,1,0.891,2,0,165,True,1.0,0.4214,0.4864,182.3,196.2,196.2,13.9,80.9,21.0,18,9,-3
Cataldi,C,M;C,LAZ,4,1.2,6.0,0.5,0.0,0.0,0.0,12,11.0,6.045,5.921,0.17,0.0326,0.574,0.058,0.058,0.25,0.008,4.0,1.672,1.151,0.051,0.058,0.031,0.722,0.9953,1.856,224,10,1,1.0,0,0,0,False,0.0,0.4207,0.4949,112.8,115.3,118.9,6.1,0.0,12.0,7,4,-5
Stones,D,Dc,INT,12,2.5,6.0,0.5,0.0,0.0,0.0,25,,,,,,,,,,,,,,,,,,1.1,3.009,339,12,1,1.0,0,2,37,False,0.0,0.4204,0.4946,150.1,155.2,155.2,5.1,0.0,25.0,13,7,-12
Kvernadze,A,W;A,FRO,6,2.4,6.0,0.5,0.0,0.0,0.0,24,1.0,5.75,5.75,0.0,,0.053,,,,,1.0,,0.0,,,,,0.9827,1.718,0,0,0,0.0,2,0,180,True,1.0,0.4201,0.4201,178.2,193.0,193.3,15.1,77.7,24.0,21,11,-3
Odgaard,C,T,BOL,8,1.7,6.0,0.5,0.0,0.0,0.0,17,4.0,6.038,6.067,0.12,-0.035,0.395,0.22,0.06,0.04,0.0,3.0,3.341,1.207,0.219,0.086,0.219,2.245,1.004,1.952,146,9,1,0.868,2,0,150,True,1.0,0.4199,0.4828,180.7,202.3,202.3,21.6,19.6,17.0,9,5,-8
Van Der Brempt,D,Dd;E,SAS,2,1.1,6.0,0.5,0.0,0.0,0.0,11,2.0,5.953,5.95,0.01,,0.421,0.0,0.062,0.156,0.0,2.0,0.3,0.621,0.031,0.052,0.031,0.415,0.9714,1.594,229,11,0,0.7,0,0,0,False,0.0,0.4198,0.469,82.5,82.5,89.7,7.2,0.0,11.0,6,3,-5
Parisi,D,Ds;E,FIO,4,1.0,6.0,0.5,0.0,0.0,0.0,10,5.0,5.958,5.952,0.15,0.008,0.632,0.042,0.025,0.233,0.0,4.0,0.98,1.741,0.061,0.09,0.061,0.855,1.0124,2.045,210,6,1,1.0,0,0,0,False,0.0,0.4189,0.4928,119.6,119.6,121.7,2.1,0.0,10.0,6,3,-4
Diao,A,W;A,COM,12,5.0,6.0,0.5,0.0,0.0,0.0,50,2.0,6.167,6.25,0.25,,0.395,0.3,0.033,0.133,0.0,2.0,3.289,1.232,0.255,0.094,0.255,2.244,1.0068,1.982,221,7,1,1.0,1,1,110,True,0.5,0.4187,0.4926,170.5,195.8,197.4,26.9,80.5,50.0,43,22,-7
Jimenez A.,D,Dd;Ds;E,FIO,7,1.8,6.0,0.5,0.0,0.0,0.0,18,3.0,5.567,5.483,0.388,0.25,0.202,0.0,0.0,0.286,0.0,1.0,1.275,1.689,0.089,0.118,0.089,1.051,1.0124,2.045,62,4,0,0.241,1,1,112,True,0.5,0.4187,0.4344,163.8,167.4,175.3,11.5,0.0,18.0,10,5,-8
Sulemana K.,A,A,ATA,6,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,6.0,6.0,0.0,,0.553,0.095,0.048,0.19,0.0,1.0,2.488,2.28,0.225,0.207,0.225,2.266,1.0354,2.298,218,9,1,1.0,0,2,0,False,0.0,0.4185,0.4923,110.3,113.7,114.2,3.9,0.0,8.0,7,4,-1
Delli Carri,D,Dc,MON,4,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,5.5,5.5,0.0,,0.132,,,,,3.0,,0.106,0.0,0.004,0.0,0.0,0.9337,1.178,0,0,0,0.0,0,2,31,False,0.0,0.4182,0.4182,32.4,33.0,61.5,29.1,0.0,11.0,6,3,-5
Bakola,C,C;T,SAS,6,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,6.17,6.17,0.0,,0.079,,,,,1.0,0.127,0.474,,,,,0.9714,1.594,66,3,0,0.257,2,0,180,True,1.0,0.4181,0.4349,174.1,202.5,202.5,28.4,19.8,14.0,8,4,-6
Arizala,D,Ds;E,UDI,4,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,5.8,5.8,0.0,,0.132,,,,,1.0,0.027,0.135,,,,,0.965,1.523,42,2,0,0.163,0,2,10,False,0.0,0.4172,0.4277,34.2,34.7,65.9,31.7,0.0,8.0,5,3,-3
Meret,P,Por,NAP,11,4.8,6.0,0.5,0.0,0.0,0.0,48,10.0,6.232,5.569,1.863,0.3268,0.55,0.0,0.006,0.006,0.0,4.0,,0.114,0.0,0.004,0.0,0.0,1.0241,2.173,199,12,1,1.0,2,0,180,True,1.0,0.4169,0.4905,170.4,178.7,182.4,12.0,12.1,48.0,58,28,10
Maleh,C,M;C,LEC,3,0.7,6.0,0.5,0.0,0.0,0.0,7,5.0,5.75,5.836,0.126,-0.075,0.637,0.025,0.033,0.223,0.0,4.0,1.131,1.083,0.055,0.058,0.055,0.938,0.9201,1.029,174,5,1,0.977,0,2,74,False,0.0,0.416,0.4874,119.4,120.3,123.9,4.5,0.0,7.0,4,2,-3
Kristensen T.,D,Dd;Dc,ATA,6,2.0,6.0,0.5,0.0,0.0,0.0,20,3.0,5.812,5.78,0.168,0.095,0.658,0.053,0.013,0.147,0.0,1.0,0.668,0.778,0.034,0.04,0.034,0.463,1.0354,2.298,188,9,1,1.0,0,0,0,False,0.0,0.4157,0.4891,123.9,124.2,125.2,1.3,0.0,20.0,11,6,-9
Scalvini,D,Dc,ATA,10,2.8,6.0,0.5,0.0,0.0,0.0,28,5.0,5.873,5.906,0.208,-0.025,0.563,0.068,0.039,0.126,0.0,4.0,2.179,0.976,0.085,0.05,0.085,0.763,1.0354,2.298,444,17,1,1.0,2,0,180,True,1.0,0.4151,0.4883,175.4,175.8,176.0,0.6,0.6,28.0,15,7,-13
Kone B.,C,C,FRO,1,0.3,6.0,0.5,0.0,0.0,0.0,3,2.0,5.667,5.5,0.5,,0.026,,,,,1.0,5.083,1.76,0.164,0.057,0.164,0.741,0.9827,1.718,124,12,0,0.482,0,0,0,False,0.0,0.4148,0.4471,33.5,33.8,64.6,31.1,0.0,3.0,2,2,-1
Mutandwa,A,Pc,CAG,6,0.7,6.0,0.5,0.0,0.0,0.0,7,1.0,5.9,5.9,0.0,,0.132,,,,,2.0,0.155,0.0,,,,,0.9604,1.472,57,6,0,0.222,0,1,9,False,0.0,0.4147,0.429,34.7,35.1,65.9,31.2,0.0,7.0,7,4,0
Gelli F.,C,C;T,FRO,3,0.6,6.0,0.5,0.0,0.0,0.0,6,1.0,5.85,5.85,0.0,,0.526,0.0,0.0,0.15,0.0,1.0,0.77,3.516,0.044,0.203,0.044,0.576,0.9827,1.718,146,6,1,0.868,0,0,0,False,0.0,0.4145,0.4765,98.0,98.2,101.6,3.6,0.0,6.0,4,2,-2
Kolasinac,D,Ds;Dc,ATA,6,0.8,6.0,0.5,0.0,0.0,0.0,8,3.0,6.063,6.063,0.047,-0.0,0.605,0.014,0.029,0.203,0.0,3.0,0.523,1.214,0.035,0.061,0.035,0.437,1.0354,2.298,340,17,1,1.0,1,1,97,True,0.5,0.4142,0.4873,165.7,170.4,171.4,5.7,0.0,8.0,5,3,-3
Scamacca,A,Pc,ATA,19,11.0,6.0,0.5,0.0,0.0,0.0,110,9.0,4.158,3.442,3.08,0.2228,0.574,0.426,0.083,0.102,0.046,2.0,8.67,2.581,0.558,0.168,0.509,3.811,1.0354,2.298,447,10,1,1.0,2,0,128,True,1.0,0.4141,0.4872,178.9,209.2,210.3,31.4,93.9,110.0,94,47,-16
Almqvist,C,W;A,PAR,4,1.1,6.0,0.5,0.0,0.0,0.0,11,3.0,5.897,5.903,0.082,-0.02,0.57,0.054,0.036,0.179,0.0,3.0,1.351,2.177,0.132,0.161,0.132,1.746,0.9545,1.408,200,11,1,1.0,0,2,35,False,0.0,0.4139,0.4869,106.4,107.6,111.6,5.2,0.0,11.0,6,3,-5
Kalulu,D,Dd;Dc,JUV,14,4.7,6.0,0.5,0.0,0.0,0.0,47,6.0,6.053,5.958,0.232,0.0466,0.605,0.041,0.05,0.099,0.0,,,,,,,,1.0076,1.992,233,6,1,1.0,2,0,180,True,1.0,0.4128,0.4857,176.7,177.4,179.9,3.2,2.2,63.45,33,16,-14
Liteta,C,M;C,CAG,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,5.75,5.75,0.0,,0.105,,,,,,,,,,,,0.9604,1.472,49,3,0,0.191,0,2,0,False,0.0,0.4125,0.4247,33.5,33.8,64.6,31.1,0.0,1.0,1,1,0
Traorè Hj.,C,W;T,GEN,4,1.1,6.0,0.5,0.0,0.0,0.0,11,6.0,5.862,6.012,0.163,-0.0626,0.601,0.14,0.07,0.132,0.0,2.0,0.775,1.067,0.149,0.197,0.149,1.663,0.9593,1.46,343,9,1,1.0,0,0,0,False,0.0,0.4124,0.4852,114.1,119.7,120.6,6.5,0.0,11.0,6,3,-5
Spence,D,E,INT,11,3.7,6.0,0.5,0.0,0.0,0.0,37,1.0,6.0,6.0,0.0,,0.395,0.0,0.0,0.067,0.0,1.0,0.089,0.237,0.01,0.026,0.01,0.215,1.1,3.009,120,8,1,0.767,0,0,0,False,0.0,0.4097,0.463,77.5,77.8,83.3,5.8,0.0,49.95,26,13,-11
Moreno M.,D,Dc,VEN,4,0.6,6.0,0.5,0.0,0.0,0.0,6,1.0,5.67,5.67,0.0,,0.079,,,,,2.0,1.192,1.771,0.06,0.107,0.06,0.755,0.9494,1.351,62,4,0,0.241,0,0,0,False,0.0,0.4092,0.4245,33.5,33.8,64.6,31.1,0.0,6.0,4,2,-2
Pobega,C,M;C,BOL,6,1.2,6.0,0.5,0.0,0.0,0.0,12,6.0,5.92,6.022,0.137,-0.0574,0.504,0.157,0.037,0.25,0.0,4.0,1.808,0.611,0.148,0.058,0.148,1.758,1.004,1.952,198,8,1,1.0,1,1,72,True,0.5,0.4091,0.4813,170.4,176.6,179.8,9.4,0.0,12.0,7,4,-5
Gorter,C,M;C,LEC,3,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.5,5.5,0.0,,0.026,,,,,,,,,,,,0.9201,1.029,0,0,0,0.0,2,0,106,True,1.0,0.4087,0.4087,171.2,183.1,191.6,20.4,0.4,12.0,7,4,-5
Stankovic A.,C,M;C,INT,3,0.7,6.0,0.5,0.0,0.0,0.0,7,2.0,4.4,3.3,3.3,,0.395,0.0,0.0,0.067,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.1,3.009,0,0,0,0.0,0,2,11,False,0.0,0.4078,0.4078,81.7,81.7,88.1,6.4,0.0,7.0,4,2,-3
Fini,C,W,FRO,4,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.5,5.5,0.0,,0.026,,,,,,,,,,,,0.9827,1.718,0,0,0,0.0,2,0,104,True,1.0,0.4077,0.4077,171.2,183.1,191.6,20.4,0.4,13.0,7,4,-6
Gagliardini,C,M;C,CAG,3,0.8,6.0,0.5,0.0,0.0,0.0,8,11.0,5.825,5.919,0.165,-0.0231,0.51,0.087,0.039,0.223,0.0,4.0,1.452,0.62,0.112,0.041,0.112,1.094,0.9604,1.472,290,10,1,1.0,0,0,0,False,0.0,0.4072,0.4791,96.6,96.6,100.2,3.6,0.0,8.0,5,3,-3
Palma,D,Dc,UDI,3,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,5.5,5.5,0.0,,0.105,,,,,1.0,,0.0,,,,,0.965,1.523,43,5,0,0.167,1,0,45,True,0.5,0.4063,0.4167,166.2,171.3,181.4,15.2,0.0,11.0,6,3,-5
Corvi,P,Por,PAR,2,1.0,6.0,0.5,0.0,0.0,0.0,10,2.0,4.12,3.09,3.09,,0.447,0.0,0.0,0.059,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.9545,1.408,0,0,0,0.0,2,0,180,True,1.0,0.4059,0.4059,169.8,184.2,191.6,21.8,17.6,10.0,10,5,0
Helgason,C,C;T,VEN,3,0.3,6.0,0.5,0.0,0.0,0.0,3,4.0,4.82,4.36,2.521,0.552,0.246,0.0,0.235,0.0,0.0,3.0,0.581,0.527,0.099,0.096,0.099,1.273,0.9494,1.351,16,4,0,0.062,0,2,0,False,0.0,0.4053,0.4091,51.2,51.7,69.8,18.6,0.0,3.0,2,2,-1
Kossounou,D,Dd;Dc,ATA,4,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.94,5.94,0.0,,0.434,0.03,0.0,0.061,0.0,2.0,0.539,0.162,0.058,0.014,0.058,0.47,1.0354,2.298,157,6,1,0.911,2,0,180,True,1.0,0.405,0.4691,173.6,180.4,180.4,6.8,5.2,12.0,7,4,-5
Jashari,C,C,MIL,5,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.71,5.71,0.0,,0.316,0.0,0.083,0.0,0.0,1.0,0.243,1.13,0.031,0.145,0.031,0.896,1.0464,2.419,82,7,1,0.619,1,1,72,True,0.5,0.4043,0.4457,167.6,173.3,173.9,6.3,0.0,13.0,7,4,-6
Adzic,C,C;T,SAS,6,1.6,6.0,0.5,0.0,0.0,0.0,16,2.0,6.08,6.06,0.06,,0.066,,,,,2.0,0.16,0.091,,,,,0.9714,1.594,110,7,0,0.428,2,0,124,True,1.0,0.4036,0.4313,172.9,193.1,194.2,21.3,10.4,16.0,9,5,-7
Ratkov,A,Pc,LAZ,9,2.2,6.0,0.5,0.0,0.0,0.0,22,1.0,5.64,5.64,0.0,,0.184,,,,,1.0,0.532,0.018,,,,,0.9953,1.856,102,5,0,0.397,0,1,0,False,0.0,0.4034,0.4289,38.5,39.0,64.6,26.1,0.0,22.0,19,10,-3
Motta,P,Por,LAZ,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,6.0,6.0,0.0,,0.237,,,,,1.0,,0.046,0.0,0.005,0.0,0.0,0.9953,1.856,93,7,1,0.662,0,2,0,False,0.0,0.4029,0.4473,47.5,47.6,70.3,22.8,0.0,1.0,2,1,1
Ahanor,D,B;Ds;E,ATA,6,1.3,6.0,0.5,0.0,0.0,0.0,13,2.0,5.86,5.895,0.105,,0.355,0.0,0.0,0.095,0.0,2.0,1.821,0.094,0.17,0.01,0.17,0.883,1.0354,2.298,149,5,1,0.879,0,0,0,False,0.0,0.4027,0.4639,69.9,69.9,78.5,8.6,0.0,13.0,7,4,-6
Norton-Cuffy,D,Dd;E,GEN,8,1.5,6.0,0.5,0.0,0.0,0.0,15,2.0,5.853,5.815,0.115,,0.487,0.074,0.037,0.111,0.0,2.0,1.411,0.998,0.068,0.061,0.068,0.611,0.9593,1.46,182,8,1,1.0,2,0,180,True,1.0,0.402,0.4729,175.3,175.8,176.0,0.7,0.6,15.0,8,4,-7
Rovella,C,M;C,LAZ,7,1.6,6.0,0.5,0.0,0.0,0.0,16,7.0,5.922,5.999,0.146,-0.0082,0.489,0.008,0.102,0.281,0.0,4.0,0.638,1.707,0.05,0.097,0.05,0.807,0.9953,1.856,264,11,1,1.0,2,0,127,True,1.0,0.4014,0.4722,169.5,171.5,171.5,2.0,0.0,16.0,9,5,-7
Zanoli,D,Dd;E,UDI,4,1.0,6.0,0.5,0.0,0.0,0.0,10,5.0,5.967,5.942,0.076,0.017,0.474,0.048,0.071,0.131,0.0,4.0,0.303,1.358,0.064,0.088,0.064,0.537,0.965,1.523,278,7,1,1.0,0,0,0,False,0.0,0.4013,0.4721,91.6,91.9,96.1,4.5,0.0,10.0,6,3,-4
Romero D.,A,Pc,PAR,10,3.7,6.0,0.5,0.0,0.0,0.0,37,1.0,6.0,6.0,0.0,,0.421,0.0,0.0,0.125,0.0,1.0,0.858,0.036,,,,,0.9545,1.408,196,9,1,1.0,0,2,28,False,0.0,0.4013,0.4721,82.5,82.5,88.3,5.8,0.0,37.0,32,16,-5
Lang,A,A,NAP,4,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,6.04,6.04,0.0,,0.368,0.071,0.143,0.143,0.0,1.0,1.365,1.975,0.19,0.276,0.19,1.256,1.0241,2.173,287,11,1,1.0,1,1,80,True,0.5,0.4009,0.4716,170.4,177.1,180.4,10.0,61.8,14.0,12,7,-2
Valenti,D,Dc,PAR,4,1.0,6.0,0.5,0.0,0.0,0.0,10,3.0,5.837,5.75,0.224,0.26,0.491,0.021,0.0,0.234,0.0,2.0,0.391,0.657,0.016,0.031,0.016,0.566,0.9545,1.408,310,12,1,1.0,0,2,0,False,0.0,0.3994,0.4699,92.6,92.6,97.0,4.4,0.0,10.0,6,3,-4
Gilmour,C,M;C,NAP,3,1.0,6.0,0.5,0.0,0.0,0.0,10,2.0,6.053,6.04,0.04,,0.395,0.033,0.033,0.033,0.0,2.0,0.59,0.994,0.055,0.091,0.055,0.873,1.0241,2.173,223,6,1,1.0,0,2,0,False,0.0,0.3994,0.4699,80.1,80.1,82.5,2.4,0.0,10.0,6,3,-4
Walukiewicz,D,Dd;Dc,SAS,4,1.0,6.0,0.5,0.0,0.0,0.0,10,7.0,5.775,5.714,0.117,0.0379,0.515,0.0,0.016,0.172,0.0,4.0,0.251,0.662,0.012,0.032,0.012,0.232,0.9714,1.594,191,10,1,1.0,0,0,0,False,0.0,0.399,0.4694,95.4,96.7,101.2,5.8,0.0,10.0,6,3,-4
Sommariva,P,Por,GEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,5.208,4.25,3.048,2.875,0.039,,,,,,,,,,,,0.9593,1.46,0,0,0,0.0,0,2,0,False,0.0,0.3989,0.3989,32.4,33.0,61.5,29.1,0.0,1.0,2,1,1
Carboni F.,D,Ds;E,PAR,1,0.3,6.0,0.5,0.0,0.0,0.0,3,4.0,4.967,4.537,2.623,0.515,0.079,,,,,2.0,0.719,0.347,0.044,0.017,0.044,0.633,0.9545,1.408,6,2,0,0.023,0,2,0,False,0.0,0.3987,0.4001,32.4,33.0,61.5,29.1,0.0,3.0,2,2,-1
Anjorin,C,C;T,TOR,1,0.4,6.0,0.5,0.0,0.0,0.0,4,2.0,5.953,6.04,0.26,,0.408,0.091,0.136,0.136,0.0,2.0,0.666,1.202,0.091,0.156,0.091,1.755,0.9571,1.436,279,11,1,1.0,0,1,0,False,0.0,0.3986,0.469,81.6,81.7,83.9,2.3,0.0,4.0,3,2,-1
Siebert,D,Dc,LEC,4,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.68,5.68,0.0,,0.5,0.053,0.0,0.158,0.0,1.0,0.48,0.315,0.025,0.017,0.025,0.317,0.9201,1.029,215,5,1,1.0,2,0,180,True,1.0,0.3967,0.4667,166.4,168.3,168.3,1.9,0.0,12.0,7,4,-5
Felici,C,W,CAG,5,0.7,6.0,0.5,0.0,0.0,0.0,7,2.0,5.977,5.94,0.11,,0.382,0.069,0.138,0.138,0.0,2.0,1.256,0.991,0.168,0.137,0.168,1.31,0.9604,1.472,211,4,1,1.0,0,2,24,False,0.0,0.3965,0.4665,75.1,75.1,76.7,1.6,0.0,7.0,4,2,-3
Idrissi R.,D,Ds;E,CAG,3,0.3,6.0,0.5,0.0,0.0,0.0,3,1.0,5.82,5.82,0.0,,0.447,0.118,0.0,0.176,0.0,1.0,0.789,0.248,0.096,0.03,0.096,0.733,0.9604,1.472,237,2,1,1.0,0,0,0,False,0.0,0.3964,0.4663,85.1,85.3,90.0,4.9,0.0,3.0,2,2,-1
Bella-Kotchap,D,Dc,VEN,5,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.83,5.83,0.0,,0.474,0.0,0.0,0.167,0.0,1.0,0.076,0.047,0.005,0.003,0.005,0.2,0.9494,1.351,218,8,1,1.0,2,0,180,True,1.0,0.3957,0.4655,164.6,168.3,168.3,3.7,0.0,13.0,7,4,-6
Bijlow,P,Por,GEN,8,1.5,6.0,0.5,0.0,0.0,0.0,15,1.0,6.06,6.06,0.0,,0.421,0.0,0.0,0.062,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.9593,1.46,316,8,1,1.0,2,0,180,True,1.0,0.3944,0.464,168.9,175.9,176.2,7.3,9.3,15.0,15,8,0
Hermoso,D,Dc,ROM,11,2.6,6.0,0.5,0.0,0.0,0.0,26,2.0,5.82,5.645,0.525,,0.408,0.111,0.074,0.333,0.0,2.0,1.485,0.43,0.087,0.033,0.087,0.81,1.0268,2.203,235,11,1,1.0,2,0,158,True,1.0,0.394,0.4635,174.8,175.8,176.0,1.2,0.6,26.0,14,7,-12
Boloca,C,M;C,SAS,2,0.5,6.0,0.5,0.0,0.0,0.0,5,2.0,5.783,5.8,0.05,,0.421,0.033,0.0,0.2,0.0,1.0,0.66,0.414,0.029,0.018,0.029,0.576,0.9714,1.594,321,6,1,1.0,0,0,0,False,0.0,0.3939,0.4634,80.5,80.6,88.3,7.8,0.0,5.0,3,2,-2
Addai,C,W;A,COM,4,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.96,5.96,0.0,,0.316,0.25,0.0,0.333,0.0,1.0,1.514,1.021,0.198,0.134,0.198,1.701,1.0068,1.982,381,8,1,1.0,0,0,0,False,0.0,0.3936,0.463,64.9,66.5,73.1,8.2,0.0,10.0,6,3,-4
Berisha M.,C,C;T,LEC,4,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,6.137,6.12,0.05,,0.342,0.077,0.154,0.192,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.9201,1.029,375,8,1,1.0,0,1,0,False,0.0,0.3933,0.4627,70.7,70.7,72.2,1.5,0.0,12.0,7,4,-5
Kaba,C,M;C,LEC,1,0.2,6.0,0.5,0.0,0.0,0.0,2,3.0,5.815,5.823,0.045,-0.025,0.395,0.0,0.0,0.089,0.0,3.0,0.684,0.359,0.096,0.04,0.096,1.008,0.9201,1.029,261,6,1,1.0,0,0,0,False,0.0,0.393,0.4623,74.9,75.3,83.8,8.9,0.0,2.0,2,1,0
Sportiello,P,Por,ATA,1,0.1,6.0,0.5,0.0,0.0,0.0,1,11.0,5.773,6.045,0.236,-0.0155,0.404,0.0,0.0,0.051,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0354,2.298,169,4,1,0.957,0,2,0,False,0.0,0.3914,0.457,74.2,74.9,83.2,9.0,0.0,1.0,2,1,1
Fortini,D,E,TOR,6,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.96,5.96,0.0,,0.316,0.0,0.0,0.0,0.0,1.0,0.229,0.463,0.042,0.085,0.042,1.475,0.9571,1.436,156,5,1,0.907,1,1,93,True,0.5,0.391,0.4526,159.4,168.4,168.9,9.5,0.0,12.0,7,4,-5
Cabal,D,B;Ds;E,JUV,1,0.4,6.0,0.5,0.0,0.0,0.0,4,4.0,6.05,5.995,0.198,0.066,0.283,0.0,0.0,0.316,0.0,4.0,0.656,0.346,0.056,0.047,0.056,0.778,1.0076,1.992,470,10,1,1.0,0,2,0,False,0.0,0.3902,0.4591,53.0,53.1,72.7,19.7,0.0,4.0,3,2,-1
Dembelè A.,D,Dd;E,LEC,1,0.2,6.0,0.5,0.0,0.0,0.0,2,1.0,5.0,5.0,0.0,,0.026,,,,,1.0,0.379,0.109,0.092,0.027,0.092,1.22,0.9201,1.029,14,2,0,0.054,0,1,0,False,0.0,0.3899,0.3931,32.4,33.0,61.5,29.1,0.0,2.0,2,1,0
Zhegrova,C,W,JUV,6,1.7,6.0,0.5,0.0,0.0,0.0,17,1.0,5.96,5.96,0.0,,0.316,0.0,0.0,0.083,0.0,1.0,0.761,1.026,0.208,0.28,0.208,5.182,1.0076,1.992,330,10,1,1.0,0,1,21,False,0.0,0.3891,0.4578,58.9,59.3,72.9,14.0,0.0,17.0,9,5,-8
Njie,C,W;A,FIO,4,2.8,6.0,0.5,0.0,0.0,0.0,28,2.0,5.867,5.9,0.1,,0.25,,,,,2.0,1.219,0.361,0.351,0.104,0.351,2.01,1.0124,2.045,221,7,1,1.0,0,0,0,False,0.0,0.3884,0.4569,46.3,46.4,70.3,24.0,0.0,28.0,16,8,-12
Oyono A.,D,Dd;E,FRO,6,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.82,5.82,0.0,,0.368,0.0,0.071,0.286,0.0,1.0,0.242,1.117,0.018,0.084,0.018,0.302,0.9827,1.718,168,2,1,0.953,1,1,113,True,0.5,0.388,0.4527,159.6,162.1,162.3,2.7,0.0,10.0,6,3,-4
Bertola,D,Dd;Ds;Dc,UDI,4,1.0,6.0,0.5,0.0,0.0,0.0,10,3.0,4.013,4.12,2.925,-0.32,0.342,0.0,0.04,0.12,0.0,1.0,0.996,1.549,0.051,0.079,0.051,0.666,0.965,1.523,36,3,0,0.14,0,2,22,False,0.0,0.3866,0.3949,70.7,71.5,80.4,9.7,0.0,10.0,6,3,-4
Estupinan,D,Ds;E,MIL,3,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.64,5.64,0.0,,0.368,0.071,0.071,0.357,0.0,1.0,0.477,1.581,0.041,0.136,0.041,0.775,1.0464,2.419,283,9,1,1.0,1,1,69,True,0.5,0.385,0.453,160.8,162.1,162.3,1.5,0.0,13.0,7,4,-6
